age,work,fnlwgt,edu_num,relation,race,sex,cap_gain,cap_loss,hours,salary
36, Federal-gov,255191,14, Not-in-family, White, Male,0,1408,40, <=50K
23, Private,204653,9, Not-in-family, White, Male,0,0,72, <=50K
63, Self-emp-inc,222289,9, Husband, White, Male,0,0,40, >50K
47, Local-gov,287480,14, Husband, White, Male,0,0,40, <=50K
80, ?,107762,9, Not-in-family, White, Male,0,0,24, <=50K
17, ?,202521,7, Own-child, White, Male,0,0,40, <=50K
40, Self-emp-not-inc,204116,13, Not-in-family, White, Female,2174,0,40, <=50K
30, Private,29662,12, Wife, White, Female,0,0,25, >50K
27, Private,116358,10, Own-child, Asian-Pac-Islander, Male,0,1980,40, <=50K
33, Private,208405,14, Husband, White, Male,0,0,50, >50K
34, Local-gov,284843,9, Not-in-family, Black, Male,594,0,60, <=50K
34, Local-gov,117018,10, Not-in-family, White, Female,0,0,40, <=50K
23, Private,81281,10, Husband, White, Male,0,0,40, <=50K
42, Local-gov,340148,10, Wife, White, Female,0,0,40, <=50K
29, Private,363425,13, Not-in-family, White, Male,0,0,40, <=50K
45, Private,45857,9, Not-in-family, White, Female,0,0,28, <=50K
24, Federal-gov,191073,9, Own-child, White, Male,0,0,40, <=50K
44, Private,116632,10, Husband, White, Male,0,0,40, >50K
27, Private,405855,5, Other-relative, White, Male,0,0,40, <=50K
20, Private,298227,10, Not-in-family, White, Male,0,0,35, <=50K
44, Private,290521,9, Unmarried, Black, Female,0,0,40, <=50K
51, Private,56915,9, Husband, Amer-Indian-Eskimo, Male,0,0,40, <=50K
20, Private,146538,9, Husband, White, Male,0,0,40, <=50K
17, ?,258872,7, Own-child, White, Female,0,0,5, <=50K
19, Private,206399,9, Own-child, Black, Female,0,0,40, <=50K
45, Self-emp-inc,197332,10, Husband, White, Male,0,0,55, >50K
60, Private,245062,9, Husband, White, Male,0,0,40, >50K
42, Private,197583,12, Husband, Black, Male,0,0,40, >50K
44, Self-emp-not-inc,234885,9, Wife, White, Female,0,0,40, >50K
40, Private,72887,11, Husband, Asian-Pac-Islander, Male,0,0,40, >50K
30, Private,180374,9, Wife, White, Female,0,0,40, <=50K
38, Private,351299,10, Husband, Black, Male,0,0,50, <=50K
23, Private,54012,9, Husband, White, Male,0,0,60, <=50K
32, ?,115745,10, Husband, White, Male,0,0,40, <=50K
44, Private,116632,12, Own-child, White, Male,0,0,40, <=50K
54, Local-gov,288825,9, Husband, Black, Male,0,0,40, <=50K
32, Private,132601,13, Husband, White, Male,0,0,50, <=50K
50, Private,193374,2, Unmarried, White, Male,0,0,40, <=50K
24, Private,170070,13, Not-in-family, White, Female,0,0,20, <=50K
37, Private,126708,9, Wife, White, Female,0,0,60, <=50K
52, Private,35598,9, Unmarried, White, Male,0,0,40, <=50K
38, Private,33983,10, Husband, White, Male,0,0,40, <=50K
49, Private,192776,14, Husband, White, Male,0,1977,45, >50K
30, Private,118551,13, Wife, White, Female,0,0,16, >50K
60, Private,201965,10, Unmarried, White, Male,0,0,40, >50K
22, ?,139883,10, Own-child, White, Male,0,0,40, <=50K
35, Private,285020,9, Not-in-family, White, Male,0,0,40, <=50K
30, Private,303990,9, Not-in-family, White, Male,0,0,60, <=50K
67, Private,49401,11, Not-in-family, White, Female,0,0,24, <=50K
46, Private,279196,13, Not-in-family, White, Female,0,0,40, <=50K
17, Private,211870,5, Not-in-family, White, Male,0,0,6, <=50K
22, Private,281432,10, Own-child, White, Male,0,0,30, <=50K
27, Private,161155,6, Not-in-family, White, Male,0,0,40, <=50K
23, Private,197904,9, Unmarried, White, Female,0,0,35, <=50K
33, Private,111746,12, Husband, White, Male,0,0,45, <=50K
43, Self-emp-not-inc,170721,10, Husband, White, Male,0,0,20, <=50K
28, State-gov,70100,13, Not-in-family, White, Male,0,0,20, <=50K
41, Private,193626,9, Unmarried, White, Female,0,0,40, <=50K
52, ?,271749,8, Other-relative, Black, Male,594,0,40, <=50K
25, Private,189775,10, Own-child, Black, Female,0,0,20, <=50K
63, ?,401531,2, Husband, White, Male,0,0,35, <=50K
59, Local-gov,286967,9, Husband, White, Male,0,0,45, <=50K
45, Local-gov,164427,13, Unmarried, White, Female,0,0,40, <=50K
38, Private,91039,13, Husband, White, Male,15024,0,60, >50K
40, Private,347934,9, Not-in-family, White, Female,0,0,35, <=50K
46, Federal-gov,371373,9, Not-in-family, White, Male,0,0,40, <=50K
35, Private,32220,12, Not-in-family, White, Female,0,0,60, <=50K
34, Private,187251,9, Unmarried, White, Female,0,0,25, <=50K
33, Private,178107,13, Own-child, White, Male,0,0,20, <=50K
41, Private,343121,9, Unmarried, White, Female,0,0,36, <=50K
20, Private,262749,10, Own-child, White, Male,0,0,40, <=50K
23, Private,403107,3, Own-child, White, Male,0,0,40, <=50K
26, Private,64293,10, Not-in-family, White, Female,0,0,35, <=50K
72, ?,303588,9, Husband, White, Male,0,0,20, <=50K
23, Local-gov,324960,9, Not-in-family, White, Male,0,0,40, <=50K
62, Local-gov,114060,9, Husband, White, Male,0,0,40, <=50K
52, Private,48925,10, Husband, White, Male,0,0,40, <=50K
58, Private,180980,10, Unmarried, White, Female,0,0,42, <=50K
25, Private,181054,13, Not-in-family, White, Female,0,0,40, <=50K
24, Private,388093,13, Not-in-family, Black, Male,0,0,40, <=50K
19, Private,249609,10, Own-child, White, Male,0,0,8, <=50K
43, Private,112131,10, Husband, White, Male,0,0,40, <=50K
47, Local-gov,543162,9, Unmarried, Black, Female,0,0,40, <=50K
39, Private,91996,9, Unmarried, White, Female,0,0,40, <=50K
49, Private,141944,11, Unmarried, White, Male,0,1380,42, <=50K
53, ?,251804,3, Unmarried, Black, Female,0,0,30, <=50K
32, Private,37070,11, Not-in-family, White, Male,0,0,45, <=50K
34, Private,337587,10, Husband, White, Male,0,0,50, >50K
28, Private,189346,9, Not-in-family, White, Male,0,0,45, <=50K
57, ?,222216,11, Unmarried, White, Female,0,0,38, <=50K
25, Private,267044,10, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, <=50K
20, ?,214635,10, Own-child, White, Male,0,0,24, <=50K
21, ?,204226,10, Unmarried, White, Female,0,0,35, <=50K
34, Private,108116,13, Husband, White, Male,0,0,50, >50K
38, Self-emp-inc,99146,13, Husband, White, Male,15024,0,80, >50K
50, Private,196232,9, Husband, White, Male,7688,0,50, >50K
24, Local-gov,248344,10, Not-in-family, Black, Male,0,0,50, <=50K
37, Local-gov,186035,10, Husband, White, Male,0,0,45, >50K
44, Private,177905,10, Unmarried, White, Male,0,0,58, >50K
28, Private,85812,10, Wife, White, Female,0,0,40, <=50K
42, Private,221172,13, Husband, White, Male,0,0,40, >50K
74, Private,99183,10, Not-in-family, White, Female,0,0,9, <=50K
38, Self-emp-not-inc,190387,9, Husband, White, Male,0,0,50, <=50K
44, Self-emp-not-inc,202692,14, Husband, White, Male,0,0,40, <=50K
44, Private,109339,7, Unmarried, Other, Female,0,0,46, <=50K
26, Private,108658,9, Not-in-family, White, Male,0,0,40, <=50K
36, Private,197202,9, Husband, Black, Male,0,0,40, <=50K
41, Private,101739,12, Wife, White, Female,0,0,50, >50K
67, Private,231559,15, Husband, White, Male,20051,0,48, >50K
39, Local-gov,207853,8, Husband, White, Male,0,0,50, <=50K
57, Private,190942,2, Not-in-family, Black, Female,0,0,30, <=50K
29, Private,102345,11, Not-in-family, White, Male,0,0,40, <=50K
31, Self-emp-inc,41493,13, Not-in-family, White, Female,0,0,45, <=50K
34, ?,190027,9, Unmarried, Black, Female,0,0,40, <=50K
44, Private,210525,10, Husband, White, Male,0,0,40, <=50K
29, Private,133937,16, Own-child, White, Male,0,0,40, <=50K
30, Private,237903,10, Unmarried, White, Female,0,0,40, <=50K
27, Private,163862,9, Not-in-family, White, Male,0,0,40, <=50K
27, Private,201872,10, Husband, White, Male,0,0,50, <=50K
32, Private,84179,9, Not-in-family, White, Female,0,0,45, <=50K
58, Private,51662,6, Wife, White, Female,0,0,8, <=50K
35, Local-gov,233327,10, Husband, White, Male,0,0,40, <=50K
21, Private,259510,9, Own-child, White, Male,0,0,36, <=50K
28, Private,184831,10, Unmarried, White, Male,0,0,40, <=50K
46, Self-emp-not-inc,245724,10, Not-in-family, White, Male,0,0,50, <=50K
36, Self-emp-not-inc,27053,9, Unmarried, White, Female,0,0,40, <=50K
72, Private,205343,7, Unmarried, White, Female,0,0,40, <=50K
35, Private,229328,9, Wife, Black, Female,0,0,40, <=50K
33, Federal-gov,319560,11, Unmarried, Black, Female,0,0,40, >50K
69, Private,136218,7, Not-in-family, White, Female,0,0,40, <=50K
35, Private,54576,9, Husband, White, Male,0,0,40, <=50K
31, Private,323069,9, Unmarried, White, Female,0,0,20, <=50K
34, Private,148291,9, Wife, White, Female,0,0,32, <=50K
30, Private,152453,7, Husband, White, Male,0,0,40, <=50K
28, Private,114053,13, Not-in-family, White, Male,0,0,55, <=50K
54, Private,212960,13, Husband, White, Male,0,0,35, >50K
47, Private,264052,10, Husband, White, Male,0,0,50, >50K
24, Private,82804,9, Unmarried, Black, Female,0,0,40, <=50K
52, Self-emp-not-inc,334273,13, Husband, White, Male,0,0,60, >50K
20, Private,27337,9, Own-child, Amer-Indian-Eskimo, Male,0,0,48, <=50K
43, Self-emp-inc,188436,14, Husband, White, Male,5013,0,45, <=50K
45, Private,433665,4, Unmarried, White, Female,0,0,40, <=50K
29, Self-emp-not-inc,110663,9, Not-in-family, White, Male,0,0,35, <=50K
47, Private,87490,14, Unmarried, White, Male,0,0,42, <=50K
24, Private,354351,9, Own-child, White, Male,0,0,40, <=50K
51, Private,95469,9, Husband, White, Male,0,0,40, <=50K
17, Private,242718,7, Own-child, White, Male,0,0,12, <=50K
37, Private,22463,11, Husband, White, Male,0,1977,40, >50K
27, Private,158156,16, Not-in-family, White, Female,0,0,70, <=50K
29, Private,350162,13, Wife, White, Male,0,0,40, >50K
18, ?,165532,8, Own-child, White, Male,0,0,25, <=50K
36, Self-emp-not-inc,28738,12, Unmarried, White, Female,0,0,35, <=50K
58, Local-gov,283635,13, Not-in-family, White, Female,0,0,40, <=50K
26, Self-emp-not-inc,86646,10, Husband, White, Male,0,0,45, <=50K
65, ?,195733,10, Husband, White, Male,0,0,30, >50K
57, Private,69884,9, Husband, White, Male,0,0,40, >50K
59, Private,199713,9, Husband, White, Male,0,0,40, <=50K
27, Private,181659,9, Husband, White, Male,0,0,40, <=50K
31, Self-emp-not-inc,340939,13, Not-in-family, White, Male,0,0,40, <=50K
21, Private,197747,10, Own-child, White, Female,0,0,24, <=50K
29, Private,34292,10, Not-in-family, White, Male,0,0,60, <=50K
18, Private,156764,7, Own-child, White, Male,0,0,40, <=50K
52, Private,25826,6, Husband, White, Male,0,1887,47, >50K
57, Self-emp-inc,103948,13, Not-in-family, White, Male,0,0,80, <=50K
42, ?,137390,9, Husband, White, Male,0,0,40, <=50K
55, ?,105138,9, Wife, Asian-Pac-Islander, Female,0,0,40, <=50K
60, Private,39352,4, Not-in-family, White, Male,0,0,48, >50K
31, Private,168387,13, Husband, White, Male,7688,0,40, >50K
23, Private,117789,13, Own-child, White, Female,0,0,40, <=50K
27, Private,267147,9, Own-child, White, Male,0,0,40, <=50K
23, ?,99399,10, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, <=50K
42, Self-emp-not-inc,214242,15, Husband, White, Male,0,1902,50, >50K
25, Private,200408,10, Not-in-family, White, Male,2174,0,40, <=50K
49, Private,136455,13, Not-in-family, White, Female,0,0,45, <=50K
32, Private,239824,13, Not-in-family, White, Male,0,0,40, <=50K
19, Private,217039,10, Own-child, White, Male,0,0,28, <=50K
60, Private,51290,4, Not-in-family, White, Female,0,0,40, <=50K
42, Local-gov,175674,5, Husband, White, Male,0,0,40, <=50K
35, Self-emp-not-inc,194404,12, Not-in-family, White, Male,0,0,40, <=50K
48, Private,45612,9, Unmarried, Black, Female,0,0,37, <=50K
51, Private,410114,14, Husband, White, Male,0,0,40, >50K
29, Private,182521,9, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, <=50K
36, Local-gov,339772,9, Not-in-family, Black, Male,0,0,40, <=50K
17, Private,169658,6, Own-child, White, Female,0,0,21, <=50K
52, Private,200853,14, Not-in-family, White, Female,6849,0,60, <=50K
24, Private,247564,9, Not-in-family, White, Male,0,0,40, <=50K
24, Private,249909,9, Husband, White, Male,0,0,50, <=50K
26, Local-gov,208122,13, Own-child, White, Male,1055,0,40, <=50K
27, Private,109881,13, Own-child, White, Female,0,0,20, <=50K
39, Private,207824,9, Own-child, White, Male,0,0,60, <=50K
30, Private,369027,9, Husband, Black, Male,0,0,45, <=50K
50, Self-emp-not-inc,114117,9, Husband, White, Male,0,0,32, <=50K
52, Self-emp-inc,51048,13, Husband, White, Male,0,0,55, <=50K
46, Private,102388,15, Husband, White, Male,15024,0,45, >50K
23, Private,190483,13, Own-child, White, Female,0,0,20, <=50K
45, Private,462440,7, Not-in-family, Black, Female,0,0,20, <=50K
65, Private,109351,5, Unmarried, Black, Female,0,0,24, <=50K
29, Private,34383,11, Husband, White, Male,0,0,55, <=50K
47, Private,241832,5, Unmarried, White, Male,0,0,40, <=50K
30, Private,124187,9, Own-child, Black, Male,0,0,60, <=50K
34, Private,153614,9, Husband, White, Male,0,0,45, >50K
38, Self-emp-not-inc,267556,9, Husband, White, Male,0,0,64, <=50K
33, Private,205469,10, Husband, White, Male,0,0,40, >50K
49, Private,268090,13, Husband, White, Male,0,0,26, >50K
47, Self-emp-not-inc,165039,10, Unmarried, Black, Female,0,0,40, <=50K
49, Local-gov,120451,6, Unmarried, Black, Female,0,0,40, <=50K
43, Private,154374,10, Husband, White, Male,15024,0,60, >50K
30, Private,103649,13, Wife, Black, Female,0,0,40, >50K
58, Self-emp-not-inc,35723,9, Husband, White, Male,0,0,60, <=50K
19, Private,262601,9, Own-child, White, Female,0,0,14, <=50K
21, Private,226181,13, Not-in-family, White, Male,0,0,40, <=50K
33, Private,175697,13, Husband, White, Male,15024,0,60, >50K
47, Self-emp-inc,248145,3, Husband, White, Male,0,0,50, <=50K
52, Self-emp-not-inc,289436,16, Husband, White, Male,0,0,60, >50K
26, Private,75654,9, Not-in-family, White, Male,0,0,55, <=50K
60, Private,199378,9, Husband, White, Male,0,0,40, <=50K
21, Private,160968,10, Own-child, White, Male,0,0,40, <=50K
36, Private,188563,10, Husband, White, Male,5178,0,50, >50K
31, Private,55849,10, Husband, White, Male,0,0,45, <=50K
50, Self-emp-inc,195322,16, Not-in-family, White, Male,0,0,40, >50K
31, Local-gov,402089,9, Unmarried, White, Female,0,0,40, <=50K
71, Private,78277,9, Husband, White, Male,0,0,15, <=50K
58, ?,158611,9, Husband, White, Male,0,0,50, <=50K
30, State-gov,169496,13, Husband, White, Male,0,0,40, >50K
20, Private,130959,10, Own-child, White, Male,0,0,20, <=50K
24, Private,556660,9, Other-relative, White, Male,4101,0,50, <=50K
35, Private,292472,16, Husband, Asian-Pac-Islander, Male,0,0,40, >50K
38, State-gov,143774,10, Not-in-family, White, Female,0,0,45, <=50K
27, Private,288341,9, Own-child, White, Female,0,0,32, <=50K
29, State-gov,71592,10, Unmarried, Asian-Pac-Islander, Female,0,0,40, <=50K
70, ?,167358,5, Unmarried, White, Female,1111,0,15, <=50K
34, Private,106742,9, Husband, White, Male,0,0,45, <=50K
44, Private,219288,4, Husband, White, Male,0,0,35, <=50K
43, Private,174524,9, Husband, White, Male,0,0,40, >50K
44, Self-emp-not-inc,335183,8, Husband, Black, Male,0,0,40, >50K
35, Private,261293,14, Not-in-family, White, Male,0,0,60, <=50K
27, Private,111900,10, Not-in-family, White, Male,0,0,40, <=50K
43, Local-gov,194360,14, Not-in-family, White, Male,0,0,38, <=50K
20, Private,81145,10, Not-in-family, White, Female,0,0,25, <=50K
42, Private,341204,12, Unmarried, White, Female,8614,0,40, >50K
27, State-gov,249362,10, Husband, White, Male,3411,0,40, <=50K
42, Private,247019,9, Husband, Black, Male,0,0,40, >50K
20, ?,114746,7, Own-child, Asian-Pac-Islander, Female,0,1762,40, <=50K
24, Private,172146,5, Not-in-family, White, Male,0,1721,40, <=50K
48, Federal-gov,110457,10, Not-in-family, White, Male,0,0,40, <=50K
17, ?,80077,7, Own-child, White, Female,0,0,20, <=50K
17, Self-emp-not-inc,368700,7, Own-child, White, Male,0,0,10, <=50K
33, Private,182556,13, Husband, White, Male,0,0,40, >50K
50, Self-emp-inc,219420,9, Husband, White, Male,0,0,50, >50K
22, Private,240817,9, Own-child, White, Female,2597,0,40, <=50K
17, Private,102726,8, Own-child, White, Male,0,0,16, <=50K
32, Private,226267,10, Husband, White, Male,0,0,40, <=50K
31, Private,125457,9, Not-in-family, White, Male,0,0,45, <=50K
58, Self-emp-not-inc,204021,9, Not-in-family, White, Male,0,0,50, <=50K
29, Local-gov,92262,9, Own-child, White, Male,0,0,48, <=50K
37, Private,161141,11, Husband, White, Male,0,0,40, >50K
34, Self-emp-not-inc,190290,9, Husband, White, Male,0,0,40, >50K
23, Local-gov,430828,10, Unmarried, Black, Male,0,0,40, <=50K
18, State-gov,59342,7, Own-child, White, Female,0,0,5, <=50K
34, Private,136721,9, Not-in-family, White, Female,0,0,40, <=50K
66, ?,149422,4, Not-in-family, White, Male,0,0,4, <=50K
45, Local-gov,86644,13, Wife, White, Female,0,0,55, <=50K
41, Private,195124,14, Not-in-family, White, Male,0,0,35, <=50K
26, Private,167350,9, Other-relative, White, Male,0,0,30, <=50K
54, Local-gov,113000,10, Husband, White, Male,0,0,40, <=50K
24, Private,140027,10, Own-child, Black, Female,0,0,45, <=50K
42, Private,262425,10, Husband, White, Male,0,0,50, <=50K
20, Private,316702,10, Own-child, White, Male,0,0,20, <=50K
23, State-gov,335453,13, Not-in-family, White, Female,0,0,20, <=50K
25, ?,202480,12, Other-relative, White, Male,0,0,45, <=50K
35, Private,203628,14, Not-in-family, White, Male,0,0,60, >50K
31, Private,118710,14, Husband, White, Male,0,1902,40, >50K
30, Private,189620,13, Own-child, White, Female,0,0,40, <=50K
19, Private,475028,9, Own-child, White, Female,0,0,20, <=50K
36, Local-gov,110866,13, Not-in-family, White, Male,0,0,50, <=50K
31, Private,243605,13, Unmarried, White, Female,0,1380,40, <=50K
21, Private,163870,10, Own-child, White, Male,0,0,30, <=50K
31, Self-emp-not-inc,80145,10, Husband, White, Male,0,0,40, <=50K
46, Private,295566,16, Unmarried, White, Female,25236,0,65, >50K
44, Private,63042,13, Own-child, White, Female,0,0,50, >50K
40, Private,229148,8, Husband, Black, Male,0,0,40, <=50K
45, Private,242552,10, Not-in-family, Black, Male,0,0,40, <=50K
60, Private,177665,9, Husband, White, Male,0,0,35, <=50K
18, Private,208103,7, Other-relative, White, Male,0,0,25, <=50K
28, Private,296450,13, Husband, White, Male,0,0,40, <=50K
36, Private,70282,10, Unmarried, Black, Female,0,0,40, <=50K
36, Private,271767,13, Not-in-family, White, Male,0,0,40, <=50K
40, Private,144995,11, Husband, White, Male,4386,0,40, <=50K
36, Local-gov,382635,13, Unmarried, White, Female,0,0,35, <=50K
31, Private,295697,9, Unmarried, Black, Female,0,0,40, <=50K
33, Private,194141,9, Husband, White, Male,0,0,40, <=50K
19, State-gov,378418,9, Own-child, White, Female,0,0,40, <=50K
22, Private,214399,10, Own-child, White, Female,0,0,15, <=50K
34, Private,217460,13, Husband, White, Male,0,0,45, >50K
33, Private,182556,9, Not-in-family, White, Male,0,0,40, <=50K
41, Private,125831,9, Husband, White, Male,0,2051,60, <=50K
29, Private,271328,13, Not-in-family, White, Male,4650,0,40, <=50K
50, Local-gov,50459,9, Husband, White, Male,0,0,42, >50K
42, Private,162140,13, Husband, White, Male,7298,0,45, >50K
43, Private,177937,13, Not-in-family, White, Male,0,0,40, >50K
44, Private,111502,9, Wife, White, Female,0,0,40, <=50K
20, Private,299047,10, Not-in-family, White, Female,0,0,20, <=50K
31, Private,223212,9, Husband, White, Male,0,0,40, <=50K
65, Self-emp-not-inc,118474,7, Husband, White, Male,9386,0,59, >50K
23, Private,352139,10, Not-in-family, White, Female,0,0,24, <=50K
55, Private,173093,10, Not-in-family, Asian-Pac-Islander, Female,0,0,40, <=50K
26, Private,181655,11, Husband, White, Male,0,2377,45, <=50K
25, Private,332702,11, Own-child, White, Female,0,0,15, <=50K
45, ?,51164,10, Wife, Black, Female,0,0,40, <=50K
35, Private,234901,10, Husband, White, Male,2407,0,40, <=50K
36, Private,131414,10, Not-in-family, Black, Female,0,0,36, <=50K
43, State-gov,260960,13, Husband, White, Male,0,0,50, <=50K
56, Private,156052,9, Unmarried, Black, Female,594,0,20, <=50K
42, Private,279914,13, Husband, White, Male,0,0,40, >50K
19, Private,192453,10, Other-relative, White, Female,0,0,25, <=50K
55, Self-emp-not-inc,200939,9, Husband, White, Male,0,0,72, <=50K
42, Private,151408,14, Not-in-family, White, Female,14084,0,50, >50K
26, Private,112847,11, Own-child, White, Male,0,0,40, <=50K
17, Private,316929,8, Own-child, White, Male,0,0,20, <=50K
42, Local-gov,126319,13, Wife, White, Female,0,0,40, >50K
55, Private,197422,9, Husband, White, Male,7688,0,40, >50K
32, Private,267736,10, Own-child, Black, Female,0,0,40, <=50K
29, Private,267034,7, Own-child, Black, Male,0,0,40, <=50K
46, State-gov,193047,13, Husband, White, Male,0,0,37, <=50K
29, State-gov,356089,13, Husband, White, Male,7688,0,40, >50K
22, Private,223515,13, Unmarried, White, Male,0,0,20, <=50K
58, Self-emp-not-inc,87510,6, Husband, White, Male,0,0,40, <=50K
23, Private,145111,9, Unmarried, White, Male,0,0,50, <=50K
39, Private,48093,9, Not-in-family, White, Male,0,0,40, <=50K
27, Private,31757,11, Own-child, White, Male,0,0,38, <=50K
54, Private,285854,9, Husband, White, Male,0,0,40, >50K
33, Local-gov,120064,13, Not-in-family, White, Female,0,0,45, <=50K
46, Federal-gov,167381,9, Wife, White, Female,0,0,40, >50K
37, Private,103408,9, Not-in-family, Black, Male,0,0,40, <=50K
36, Private,101460,9, Not-in-family, White, Female,0,0,18, <=50K
59, Local-gov,420537,9, Wife, White, Female,0,0,38, >50K
34, Local-gov,119411,9, Unmarried, White, Male,0,0,40, <=50K
53, Self-emp-inc,128272,16, Husband, White, Male,0,0,70, >50K
51, Private,386773,13, Not-in-family, White, Male,0,0,55, >50K
32, Private,283268,6, Unmarried, White, Female,0,0,42, <=50K
31, State-gov,301526,10, Other-relative, White, Male,0,0,40, <=50K
22, Private,151790,10, Wife, White, Female,0,0,30, <=50K
47, Self-emp-not-inc,106252,13, Not-in-family, White, Female,0,0,50, <=50K
32, Private,188557,9, Not-in-family, White, Male,0,0,40, <=50K
26, Private,171114,10, Not-in-family, White, Female,0,0,38, <=50K
37, Private,327323,3, Not-in-family, White, Male,0,0,32, <=50K
31, Private,244147,9, Unmarried, White, Male,0,0,55, <=50K
37, Private,280282,11, Wife, White, Female,0,0,24, >50K
55, Private,116442,9, Not-in-family, White, Male,0,0,38, <=50K
23, Local-gov,282579,11, Not-in-family, White, Male,0,0,56, <=50K
36, Private,51838,10, Unmarried, White, Female,0,0,40, <=50K
34, Private,73585,14, Husband, White, Male,0,0,40, <=50K
43, Private,226902,13, Husband, White, Male,0,0,50, >50K
54, Private,279129,10, Not-in-family, White, Male,0,0,40, <=50K
43, State-gov,146908,10, Husband, White, Male,0,0,40, <=50K
28, Private,196690,11, Not-in-family, White, Female,0,1669,42, <=50K
40, Private,130760,11, Husband, White, Male,0,0,50, >50K
41, Self-emp-not-inc,49572,10, Husband, White, Male,0,0,60, <=50K
40, Private,237601,13, Not-in-family, Other, Female,0,0,55, >50K
42, Private,169628,10, Not-in-family, Black, Female,0,0,38, <=50K
61, Self-emp-not-inc,36671,9, Husband, White, Male,0,2352,50, <=50K
18, Private,231193,8, Own-child, White, Male,0,0,30, <=50K
59, ?,192130,9, Husband, White, Male,0,0,16, <=50K
21, ?,149704,9, Not-in-family, White, Female,1055,0,40, <=50K
48, Private,102102,11, Husband, White, Male,0,0,50, >50K
41, Self-emp-inc,32185,13, Husband, White, Male,0,0,40, <=50K
18, ?,196061,10, Own-child, White, Male,0,0,33, <=50K
23, Private,211046,9, Not-in-family, White, Female,2463,0,40, <=50K
60, Private,31577,9, Husband, White, Male,0,0,60, >50K
22, Private,162343,10, Other-relative, Black, Male,0,0,20, <=50K
61, Private,128831,9, Husband, White, Male,0,0,40, <=50K
25, Private,316688,9, Not-in-family, Black, Male,0,0,40, <=50K
46, Private,90758,14, Not-in-family, White, Male,0,0,35, >50K
43, Private,274363,13, Husband, White, Male,0,1902,40, >50K
43, Private,154538,12, Not-in-family, White, Male,0,0,40, <=50K
24, Private,106085,9, Own-child, Black, Male,0,1721,30, <=50K
68, Self-emp-not-inc,315859,7, Unmarried, White, Male,0,0,20, <=50K
31, Private,51471,9, Unmarried, White, Female,0,0,38, <=50K
17, Private,193830,7, Own-child, White, Female,0,0,20, <=50K
32, Private,231043,9, Husband, White, Male,5178,0,48, >50K
50, ?,23780,14, Other-relative, White, Male,0,0,40, <=50K
33, Private,169879,13, Husband, White, Male,3103,0,47, >50K
64, Private,270333,13, Husband, White, Male,0,0,40, >50K
20, Private,138768,9, Own-child, White, Male,0,0,30, <=50K
30, Private,191571,9, Own-child, White, Female,0,0,36, <=50K
22, ?,219941,10, Own-child, Black, Male,0,0,40, <=50K
43, Private,94113,10, Not-in-family, White, Male,0,0,45, <=50K
22, Private,137510,10, Own-child, White, Male,0,0,40, <=50K
17, Private,32607,6, Own-child, White, Male,0,0,20, <=50K
47, Self-emp-not-inc,93208,9, Wife, White, Female,0,0,75, <=50K
41, Private,254440,11, Not-in-family, White, Female,0,0,60, <=50K
56, Private,186556,10, Husband, White, Male,0,0,50, >50K
64, Private,169871,9, Husband, White, Male,0,0,45, <=50K
47, Private,191277,9, Husband, White, Male,0,0,50, >50K
48, Private,167159,11, Unmarried, White, Male,0,0,40, <=50K
31, Private,171871,14, Not-in-family, White, Female,0,0,46, <=50K
29, Private,154411,11, Own-child, White, Male,0,0,40, <=50K
30, Private,129227,9, Not-in-family, White, Female,0,0,40, <=50K
32, Private,110331,9, Husband, White, Male,0,1672,60, <=50K
57, Private,34269,9, Unmarried, White, Male,0,653,42, >50K
62, Private,174355,9, Not-in-family, White, Female,0,0,40, <=50K
39, Private,680390,9, Unmarried, White, Female,0,0,24, <=50K
43, Private,233130,10, Not-in-family, White, Male,0,0,25, <=50K
24, Self-emp-inc,165474,13, Own-child, White, Male,0,0,40, <=50K
42, ?,257780,7, Husband, White, Male,0,0,15, <=50K
53, Private,194259,10, Wife, White, Female,4386,0,40, >50K
26, Private,280093,10, Own-child, White, Male,0,0,40, <=50K
73, Self-emp-not-inc,177387,9, Husband, White, Male,0,0,40, <=50K
72, ?,28929,7, Not-in-family, White, Female,0,0,24, <=50K
55, Private,105304,9, Husband, White, Male,0,0,40, <=50K
25, Private,499233,9, Not-in-family, White, Male,0,0,40, <=50K
41, Private,180572,13, Not-in-family, White, Female,0,0,50, >50K
24, Private,321435,13, Not-in-family, White, Male,0,0,50, <=50K
63, Private,86108,9, Not-in-family, White, Male,0,0,6, <=50K
17, Private,198124,7, Own-child, White, Male,0,0,20, <=50K
35, Private,135162,10, Husband, White, Male,0,0,50, <=50K
51, Private,146813,10, Husband, White, Male,0,0,40, >50K
62, Local-gov,291175,13, Not-in-family, White, Female,0,0,48, <=50K
55, Private,387569,9, Husband, White, Male,4386,0,40, >50K
43, Private,102895,10, Not-in-family, White, Male,0,0,40, <=50K
40, Local-gov,33274,9, Not-in-family, White, Female,0,0,50, <=50K
37, Private,86551,13, Husband, White, Male,0,0,45, >50K
39, Private,138192,13, Husband, White, Male,0,0,40, <=50K
31, Private,118966,9, Own-child, White, Male,0,0,18, <=50K
61, Private,99784,14, Not-in-family, White, Female,0,0,40, >50K
